revenue_category,year,power_code_code,value,mean_value
Total non-tax revenue,2012,600000,0.4923290407137952,0.4092446308641117
Total non-tax revenue,2013,600000,0.4768519078762808,0.4092446308641117
Total non-tax revenue,2014,600000,0.5019300536206569,0.4092446308641117
Total non-tax revenue,2015,600000,0.49226853433037177,0.4092446308641117
Total non-tax revenue,2016,600000,0.4162633157798147,0.4092446308641117
Total non-tax revenue,2017,600000,0.4827484799646362,0.4092446308641117
Total non-tax revenue,2018,600000,0.4779268212796449,0.4092446308641117
Total non-tax revenue,2019,600000,0.4898382279330468,0.4092446308641117
Total non-tax revenue,2020,600000,0.6358937867945067,0.4092446308641117
Total non-tax revenue,2021,600000,0.6086381113207442,0.4092446308641117
Non-tax revenue: Grants,2004,600000,0.05151603494168634,0.09186967002796573
Non-tax revenue: Grants,2005,600000,0.05444684414205698,0.09186967002796573
Non-tax revenue: Grants,2006,600000,0.05955888346220525,0.09186967002796573
Non-tax revenue: Grants,2007,600000,0.05803872308528549,0.09186967002796573
Non-tax revenue: Grants,2008,600000,0.07181067602632077,0.09186967002796573
Non-tax revenue: Grants,2009,600000,0.0798970291365739,0.09186967002796573
Non-tax revenue: Grants,2010,600000,0.10862405983831291,0.09186967002796573
Non-tax revenue: Grants,2011,600000,0.12143841175243986,0.09186967002796573
Non-tax revenue: Grants,2012,600000,0.1360114492078914,0.09186967002796573
Non-tax revenue: Grants,2013,600000,0.10210137169471378,0.09186967002796573
Non-tax revenue: Grants,2014,600000,0.0750755204674093,0.09186967002796573
Non-tax revenue: Grants,2015,600000,0.09164776883961258,0.09186967002796573
Non-tax revenue: Grants,2016,600000,0.10479515588894626,0.09186967002796573
Non-tax revenue: Grants,2017,600000,0.09356747136822934,0.09186967002796573
Non-tax revenue: Grants,2018,600000,0.11201441752104846,0.09186967002796573
Non-tax revenue: Grants,2019,600000,0.10613879764315133,0.09186967002796573
Non-tax revenue: Grants,2020,600000,0.09579350621490565,0.09186967002796573
Non-tax revenue: Grants,2021,600000,0.13117793927259325,0.09186967002796573
Non-tax revenue: Grants,2004,600000,0.05151603494168634,0.09186967002796573
Non-tax revenue: Grants,2005,600000,0.05444684414205698,0.09186967002796573
Non-tax revenue: Grants,2006,600000,0.05955888346220525,0.09186967002796573
Non-tax revenue: Grants,2007,600000,0.05803872308528549,0.09186967002796573
Non-tax revenue: Grants,2008,600000,0.07181067602632077,0.09186967002796573
Non-tax revenue: Grants,2009,600000,0.0798970291365739,0.09186967002796573
Non-tax revenue: Grants,2010,600000,0.10862405983831291,0.09186967002796573
Non-tax revenue: Grants,2011,600000,0.12143841175243986,0.09186967002796573
Non-tax revenue: Grants,2012,600000,0.1360114492078914,0.09186967002796573
Non-tax revenue: Grants,2013,600000,0.10210137169471378,0.09186967002796573
Non-tax revenue: Grants,2014,600000,0.0750755204674093,0.09186967002796573
Non-tax revenue: Grants,2015,600000,0.09164776883961258,0.09186967002796573
Non-tax revenue: Grants,2016,600000,0.10479515588894626,0.09186967002796573
Non-tax revenue: Grants,2017,600000,0.09356747136822934,0.09186967002796573
Non-tax revenue: Grants,2018,600000,0.11201441752104846,0.09186967002796573
Non-tax revenue: Grants,2019,600000,0.10613879764315133,0.09186967002796573
Non-tax revenue: Grants,2020,600000,0.09579350621490565,0.09186967002796573
Non-tax revenue: Grants,2021,600000,0.13117793927259325,0.09186967002796573
Non-tax revenue: Property income,2004,600000,0.053743769967731586,0.09691704419260677
Non-tax revenue: Property income,2005,600000,0.056814593939660624,0.09691704419260677
Non-tax revenue: Property income,2006,600000,0.061363573857041914,0.09691704419260677
Non-tax revenue: Property income,2007,600000,0.061565595170290456,0.09691704419260677
Non-tax revenue: Property income,2008,600000,0.06657912409759228,0.09691704419260677
Non-tax revenue: Property income,2009,600000,0.066942162398133,0.09691704419260677
Non-tax revenue: Property income,2010,600000,0.12250802459659492,0.09691704419260677
Non-tax revenue: Property income,2011,600000,0.0988880326874485,0.09691704419260677
Non-tax revenue: Property income,2012,600000,0.09391100761130297,0.09691704419260677
Non-tax revenue: Property income,2013,600000,0.10723291307232911,0.09691704419260677
Non-tax revenue: Property income,2014,600000,0.10813950871816976,0.09691704419260677
Non-tax revenue: Property income,2015,600000,0.11305752756915853,0.09691704419260677
Non-tax revenue: Property income,2016,600000,0.115815818568859,0.09691704419260677
Non-tax revenue: Property income,2017,600000,0.11620085919064459,0.09691704419260677
Non-tax revenue: Property income,2018,600000,0.12397222907016688,0.09691704419260677
Non-tax revenue: Property income,2019,600000,0.10985708992298686,0.09691704419260677
Non-tax revenue: Property income,2020,600000,0.12718351786113433,0.09691704419260677
Non-tax revenue: Property income,2021,600000,0.1407314471676762,0.09691704419260677
Non-tax revenue: Property income,2004,600000,0.053743769967731586,0.09691704419260677
Non-tax revenue: Property income,2005,600000,0.056814593939660624,0.09691704419260677
Non-tax revenue: Property income,2006,600000,0.061363573857041914,0.09691704419260677
Non-tax revenue: Property income,2007,600000,0.061565595170290456,0.09691704419260677
Non-tax revenue: Property income,2008,600000,0.06657912409759228,0.09691704419260677
Non-tax revenue: Property income,2009,600000,0.066942162398133,0.09691704419260677
Non-tax revenue: Property income,2010,600000,0.12250802459659492,0.09691704419260677
Non-tax revenue: Property income,2011,600000,0.0988880326874485,0.09691704419260677
Non-tax revenue: Property income,2012,600000,0.09391100761130297,0.09691704419260677
Non-tax revenue: Property income,2013,600000,0.10723291307232911,0.09691704419260677
Non-tax revenue: Property income,2014,600000,0.10813950871816976,0.09691704419260677
Non-tax revenue: Property income,2015,600000,0.11305752756915853,0.09691704419260677
Non-tax revenue: Property income,2016,600000,0.115815818568859,0.09691704419260677
Non-tax revenue: Property income,2017,600000,0.11620085919064459,0.09691704419260677
Non-tax revenue: Property income,2018,600000,0.12397222907016688,0.09691704419260677
Non-tax revenue: Property income,2019,600000,0.10985708992298686,0.09691704419260677
Non-tax revenue: Property income,2020,600000,0.12718351786113433,0.09691704419260677
Non-tax revenue: Property income,2021,600000,0.1407314471676762,0.09691704419260677
Non-tax revenue: Rents and royalties,2004,600000,0.053743769967731586,0.08799620582193644
Non-tax revenue: Rents and royalties,2005,600000,0.056814593939660624,0.08799620582193644
Non-tax revenue: Rents and royalties,2006,600000,0.061363573857041914,0.08799620582193644
Non-tax revenue: Rents and royalties,2007,600000,0.061565595170290456,0.08799620582193644
Non-tax revenue: Rents and royalties,2008,600000,0.06657912409759228,0.08799620582193644
Non-tax revenue: Rents and royalties,2009,600000,0.066942162398133,0.08799620582193644
Non-tax revenue: Rents and royalties,2010,600000,0.08820290540652038,0.08799620582193644
Non-tax revenue: Rents and royalties,2011,600000,0.08173922348807798,0.08799620582193644
Non-tax revenue: Rents and royalties,2012,600000,0.08902399203115928,0.08799620582193644
Non-tax revenue: Rents and royalties,2013,600000,0.1019273533357769,0.08799620582193644
Non-tax revenue: Rents and royalties,2014,600000,0.09254486348309746,0.08799620582193644
Non-tax revenue: Rents and royalties,2015,600000,0.09298240964421746,0.08799620582193644
Non-tax revenue: Rents and royalties,2016,600000,0.09773791134964738,0.08799620582193644
Non-tax revenue: Rents and royalties,2017,600000,0.10556723734353973,0.08799620582193644
Non-tax revenue: Rents and royalties,2018,600000,0.10804449869461226,0.08799620582193644
Non-tax revenue: Rents and royalties,2019,600000,0.1010642622796705,0.08799620582193644
Non-tax revenue: Rents and royalties,2020,600000,0.12129089618954798,0.08799620582193644
Non-tax revenue: Rents and royalties,2021,600000,0.13679733211853848,0.08799620582193644
Non-tax revenue: Rents and royalties,2004,600000,0.053743769967731586,0.08799620582193644
Non-tax revenue: Rents and royalties,2005,600000,0.056814593939660624,0.08799620582193644
Non-tax revenue: Rents and royalties,2006,600000,0.061363573857041914,0.08799620582193644
Non-tax revenue: Rents and royalties,2007,600000,0.061565595170290456,0.08799620582193644
Non-tax revenue: Rents and royalties,2008,600000,0.06657912409759228,0.08799620582193644
Non-tax revenue: Rents and royalties,2009,600000,0.066942162398133,0.08799620582193644
Non-tax revenue: Rents and royalties,2010,600000,0.08820290540652038,0.08799620582193644
Non-tax revenue: Rents and royalties,2011,600000,0.08173922348807798,0.08799620582193644
Non-tax revenue: Rents and royalties,2012,600000,0.08902399203115928,0.08799620582193644
Non-tax revenue: Rents and royalties,2013,600000,0.1019273533357769,0.08799620582193644
Non-tax revenue: Rents and royalties,2014,600000,0.09254486348309746,0.08799620582193644
Non-tax revenue: Rents and royalties,2015,600000,0.09298240964421746,0.08799620582193644
Non-tax revenue: Rents and royalties,2016,600000,0.09773791134964738,0.08799620582193644
Non-tax revenue: Rents and royalties,2017,600000,0.10556723734353973,0.08799620582193644
Non-tax revenue: Rents and royalties,2018,600000,0.10804449869461226,0.08799620582193644
Non-tax revenue: Rents and royalties,2019,600000,0.1010642622796705,0.08799620582193644
Non-tax revenue: Rents and royalties,2020,600000,0.12129089618954798,0.08799620582193644
Non-tax revenue: Rents and royalties,2021,600000,0.13679733211853848,0.08799620582193644
Water royalties,2004,600000,0.05306169800913996,0.07498253843558274
Water royalties,2005,600000,0.055136916944737664,0.07498253843558274
Water royalties,2006,600000,0.05767568478474478,0.07498253843558274
Water royalties,2007,600000,0.057961214908172805,0.07498253843558274
Water royalties,2008,600000,0.05954488198504941,0.07498253843558274
Water royalties,2009,600000,0.06016944787675099,0.07498253843558274
Water royalties,2010,600000,0.0649484520616925,0.07498253843558274
Water royalties,2011,600000,0.07182567760898774,0.07498253843558274
Water royalties,2012,600000,0.07512852605949927,0.07498253843558274
Water royalties,2013,600000,0.07919795538429304,0.07498253843558274
Water royalties,2014,600000,0.08034407630004965,0.07498253843558274
Water royalties,2015,600000,0.08036507851578341,0.07498253843558274
Water royalties,2016,600000,0.08519908850383714,0.07498253843558274
Water royalties,2017,600000,0.09037813489323122,0.07498253843558274
Water royalties,2018,600000,0.09021511769491682,0.07498253843558274
Water royalties,2019,600000,0.08300200671170808,0.07498253843558274
Water royalties,2020,600000,0.09702913657390853,0.07498253843558274
Water royalties,2021,600000,0.10850259702398601,0.07498253843558274
Water royalties,2004,600000,0.05306169800913996,0.07498253843558274
Water royalties,2005,600000,0.055136916944737664,0.07498253843558274
Water royalties,2006,600000,0.05767568478474478,0.07498253843558274
Water royalties,2007,600000,0.057961214908172805,0.07498253843558274
Water royalties,2008,600000,0.05954488198504941,0.07498253843558274
Water royalties,2009,600000,0.06016944787675099,0.07498253843558274
Water royalties,2010,600000,0.0649484520616925,0.07498253843558274
Water royalties,2011,600000,0.07182567760898774,0.07498253843558274
Water royalties,2012,600000,0.07512852605949927,0.07498253843558274
Water royalties,2013,600000,0.07919795538429304,0.07498253843558274
Water royalties,2014,600000,0.08034407630004965,0.07498253843558274
Water royalties,2015,600000,0.08036507851578341,0.07498253843558274
Water royalties,2016,600000,0.08519908850383714,0.07498253843558274
Water royalties,2017,600000,0.09037813489323122,0.07498253843558274
Water royalties,2018,600000,0.09021511769491682,0.07498253843558274
Water royalties,2019,600000,0.08300200671170808,0.07498253843558274
Water royalties,2020,600000,0.09702913657390853,0.07498253843558274
Water royalties,2021,600000,0.10850259702398601,0.07498253843558274
Mining and other royalties,2004,600000,0.04401924403024519,0.056350839458007264
Mining and other royalties,2005,600000,0.045014849066576525,0.056350839458007264
Mining and other royalties,2006,600000,0.04702506114395068,0.056350839458007264
Mining and other royalties,2007,600000,0.0469415523337712,0.056350839458007264
Mining and other royalties,2008,600000,0.050371414184196425,0.056350839458007264
Mining and other royalties,2009,600000,0.05010988659303556,0.056350839458007264
Mining and other royalties,2010,600000,0.06659162541648143,0.056350839458007264
Mining and other royalties,2011,600000,0.05325071795074379,0.056350839458007264
Mining and other royalties,2012,600000,0.05723263804331356,0.056350839458007264
Mining and other royalties,2013,600000,0.06606657002313744,0.056350839458007264
Mining and other royalties,2014,600000,0.05553795925470136,0.056350839458007264
Mining and other royalties,2015,600000,0.0559545032000876,0.056350839458007264
Mining and other royalties,2016,600000,0.055875994917463784,0.056350839458007264
Mining and other royalties,2017,600000,0.05852627452196206,0.056350839458007264
Mining and other royalties,2018,600000,0.06116655307134902,0.056350839458007264
Mining and other royalties,2019,600000,0.06139942763961597,0.056350839458007264
Mining and other royalties,2020,600000,0.067598931687293,0.056350839458007264
Mining and other royalties,2021,600000,0.07163190716620603,0.056350839458007264
Mining and other royalties,2004,600000,0.04401924403024519,0.056350839458007264
Mining and other royalties,2005,600000,0.045014849066576525,0.056350839458007264
Mining and other royalties,2006,600000,0.04702506114395068,0.056350839458007264
Mining and other royalties,2007,600000,0.0469415523337712,0.056350839458007264
Mining and other royalties,2008,600000,0.050371414184196425,0.056350839458007264
Mining and other royalties,2009,600000,0.05010988659303556,0.056350839458007264
Mining and other royalties,2010,600000,0.06659162541648143,0.056350839458007264
Mining and other royalties,2011,600000,0.05325071795074379,0.056350839458007264
Mining and other royalties,2012,600000,0.05723263804331356,0.056350839458007264
Mining and other royalties,2013,600000,0.06606657002313744,0.056350839458007264
Mining and other royalties,2014,600000,0.05553795925470136,0.056350839458007264
Mining and other royalties,2015,600000,0.0559545032000876,0.056350839458007264
Mining and other royalties,2016,600000,0.055875994917463784,0.056350839458007264
Mining and other royalties,2017,600000,0.05852627452196206,0.056350839458007264
Mining and other royalties,2018,600000,0.06116655307134902,0.056350839458007264
Mining and other royalties,2019,600000,0.06139942763961597,0.056350839458007264
Mining and other royalties,2020,600000,0.067598931687293,0.056350839458007264
Mining and other royalties,2021,600000,0.07163190716620603,0.056350839458007264
Non-tax revenue: Interest and dividends,2004,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2005,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2006,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2007,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2008,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2009,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2010,600000,0.0776422912617281,0.05225801044232389
Non-tax revenue: Interest and dividends,2011,600000,0.060485981271024086,0.05225801044232389
Non-tax revenue: Interest and dividends,2012,600000,0.04822418765179726,0.05225801044232389
Non-tax revenue: Interest and dividends,2013,600000,0.04864273180820576,0.05225801044232389
Non-tax revenue: Interest and dividends,2014,600000,0.05893181730672585,0.05225801044232389
Non-tax revenue: Interest and dividends,2015,600000,0.06341228999659464,0.05225801044232389
Non-tax revenue: Interest and dividends,2016,600000,0.06141507929086518,0.05225801044232389
Non-tax revenue: Interest and dividends,2017,600000,0.05397079391875842,0.05225801044232389
Non-tax revenue: Interest and dividends,2018,600000,0.059264902447208175,0.05225801044232389
Non-tax revenue: Interest and dividends,2019,600000,0.05212999971496992,0.05225801044232389
Non-tax revenue: Interest and dividends,2020,600000,0.0492297937432399,0.05225801044232389
Non-tax revenue: Interest and dividends,2021,600000,0.04727128712079123,0.05225801044232389
Non-tax revenue: Interest and dividends,2004,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2005,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2006,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2007,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2008,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2009,600000,0.04333717207165356,0.05225801044232389
Non-tax revenue: Interest and dividends,2010,600000,0.0776422912617281,0.05225801044232389
Non-tax revenue: Interest and dividends,2011,600000,0.060485981271024086,0.05225801044232389
Non-tax revenue: Interest and dividends,2012,600000,0.04822418765179726,0.05225801044232389
Non-tax revenue: Interest and dividends,2013,600000,0.04864273180820576,0.05225801044232389
Non-tax revenue: Interest and dividends,2014,600000,0.05893181730672585,0.05225801044232389
Non-tax revenue: Interest and dividends,2015,600000,0.06341228999659464,0.05225801044232389
Non-tax revenue: Interest and dividends,2016,600000,0.06141507929086518,0.05225801044232389
Non-tax revenue: Interest and dividends,2017,600000,0.05397079391875842,0.05225801044232389
Non-tax revenue: Interest and dividends,2018,600000,0.059264902447208175,0.05225801044232389
Non-tax revenue: Interest and dividends,2019,600000,0.05212999971496992,0.05225801044232389
Non-tax revenue: Interest and dividends,2020,600000,0.0492297937432399,0.05225801044232389
Non-tax revenue: Interest and dividends,2021,600000,0.04727128712079123,0.05225801044232389
Non-tax revenue: Other property income,2004,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2005,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2006,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2007,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2008,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2009,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2010,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2011,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2012,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2013,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2014,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2015,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2016,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2017,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2018,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2019,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2020,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2021,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2004,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2005,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2006,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2007,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2008,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2009,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2010,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2011,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2012,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2013,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2014,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2015,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2016,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2017,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2018,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2019,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2020,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Other property income,2021,600000,0.04333717207165356,0.043337172071653565
Non-tax revenue: Sales of goods and services,2004,600000,0.05156504011173178,0.05148459412468016
Non-tax revenue: Sales of goods and services,2005,600000,0.051851570340670936,0.05148459412468016
Non-tax revenue: Sales of goods and services,2006,600000,0.0509974802341647,0.05148459412468016
Non-tax revenue: Sales of goods and services,2007,600000,0.05245613412214988,0.05148459412468016
Non-tax revenue: Sales of goods and services,2008,600000,0.04946481853835579,0.05148459412468016
Non-tax revenue: Sales of goods and services,2009,600000,0.05299269072887189,0.05148459412468016
Non-tax revenue: Sales of goods and services,2010,600000,0.0507669559138489,0.05148459412468016
Non-tax revenue: Sales of goods and services,2011,600000,0.050974977860164236,0.05148459412468016
Non-tax revenue: Sales of goods and services,2012,600000,0.05070994989971441,0.05148459412468016
Non-tax revenue: Sales of goods and services,2013,600000,0.05135001742683852,0.05148459412468016
Non-tax revenue: Sales of goods and services,2014,600000,0.053477741901770626,0.05148459412468016
Non-tax revenue: Sales of goods and services,2015,600000,0.05411480911236134,0.05148459412468016
Non-tax revenue: Sales of goods and services,2017,600000,0.05178406321866956,0.05148459412468016
Non-tax revenue: Sales of goods and services,2018,600000,0.05165504960773361,0.05148459412468016
Non-tax revenue: Sales of goods and services,2019,600000,0.04910933103442412,0.05148459412468016
Non-tax revenue: Sales of goods and services,2020,600000,0.050482875943412026,0.05148459412468016
Non-tax revenue: Sales of goods and services,2004,600000,0.05156504011173178,0.05148459412468016
Non-tax revenue: Sales of goods and services,2005,600000,0.051851570340670936,0.05148459412468016
Non-tax revenue: Sales of goods and services,2006,600000,0.0509974802341647,0.05148459412468016
Non-tax revenue: Sales of goods and services,2007,600000,0.05245613412214988,0.05148459412468016
Non-tax revenue: Sales of goods and services,2008,600000,0.04946481853835579,0.05148459412468016
Non-tax revenue: Sales of goods and services,2009,600000,0.05299269072887189,0.05148459412468016
Non-tax revenue: Sales of goods and services,2010,600000,0.0507669559138489,0.05148459412468016
Non-tax revenue: Sales of goods and services,2011,600000,0.050974977860164236,0.05148459412468016
Non-tax revenue: Sales of goods and services,2012,600000,0.05070994989971441,0.05148459412468016
Non-tax revenue: Sales of goods and services,2013,600000,0.05135001742683852,0.05148459412468016
Non-tax revenue: Sales of goods and services,2014,600000,0.053477741901770626,0.05148459412468016
Non-tax revenue: Sales of goods and services,2015,600000,0.05411480911236134,0.05148459412468016
Non-tax revenue: Sales of goods and services,2017,600000,0.05178406321866956,0.05148459412468016
Non-tax revenue: Sales of goods and services,2018,600000,0.05165504960773361,0.05148459412468016
Non-tax revenue: Sales of goods and services,2019,600000,0.04910933103442412,0.05148459412468016
Non-tax revenue: Sales of goods and services,2020,600000,0.050482875943412026,0.05148459412468016
"Non-tax revenue: Fines, penalties and forfeits",2004,600000,0.043652705360415524,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2005,600000,0.04367920815646051,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2007,600000,0.04337817639760995,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2008,600000,0.04340617935192163,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2009,600000,0.04366120625726014,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2010,600000,0.04346168520778942,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2011,600000,0.04341618040703294,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2012,600000,0.04336167465667628,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2013,600000,0.04341718051254407,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2014,600000,0.04350668995579034,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2015,600000,0.043516190958146087,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2016,600000,0.04354469396521333,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2017,600000,0.04346518557707838,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2018,600000,0.043359674445654015,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2019,600000,0.04340112881909041,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2020,600000,0.04337302585422762,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2021,600000,0.04335772423990731,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2004,600000,0.043652705360415524,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2005,600000,0.04367920815646051,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2007,600000,0.04337817639760995,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2008,600000,0.04340617935192163,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2009,600000,0.04366120625726014,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2010,600000,0.04346168520778942,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2011,600000,0.04341618040703294,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2012,600000,0.04336167465667628,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2013,600000,0.04341718051254407,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2014,600000,0.04350668995579034,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2015,600000,0.043516190958146087,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2016,600000,0.04354469396521333,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2017,600000,0.04346518557707838,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2018,600000,0.043359674445654015,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2019,600000,0.04340112881909041,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2020,600000,0.04337302585422762,0.04346814765428342
"Non-tax revenue: Fines, penalties and forfeits",2021,600000,0.04335772423990731,0.04346814765428342
Non-tax revenue: Miscellaneous and unidentified revenue,2004,600000,0.14396778860169748,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2005,600000,0.15864933750510676,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2006,600000,0.24060798414232698,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2007,600000,0.24824378971981537,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2008,600000,0.28839302546418644,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2009,600000,0.28926311725887077,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2010,600000,0.17474603570676703,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2011,600000,0.18098169356867147,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2012,600000,0.3416836476248244,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2013,600000,0.3460991134564696,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2014,600000,0.3950792808641311,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2015,600000,0.36328092613770746,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2016,600000,0.2693093121324299,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2017,600000,0.35107958889662855,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2018,600000,0.3202741389216562,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2019,600000,0.3546805187947328,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2020,600000,0.4924095492074413,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2021,600000,0.4202385851707354,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2004,600000,0.14396778860169748,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2005,600000,0.15864933750510676,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2006,600000,0.24060798414232698,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2007,600000,0.24824378971981537,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2008,600000,0.28839302546418644,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2009,600000,0.28926311725887077,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2010,600000,0.17474603570676703,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2011,600000,0.18098169356867147,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2012,600000,0.3416836476248244,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2013,600000,0.3460991134564696,0.29883263517634445
Non-tax revenue: Miscellaneous and unidentified revenue,2014,600000,0.3950792808641311,0.29883263517634445
